+8.10659e+09ns 0
+8.10739e+09ns 0
+8.10961e+09ns 0
+8.112e+09ns 0
+8.11439e+09ns 0
+8.11678e+09ns 0
+8.11917e+09ns 0
+8.12156e+09ns 0
+8.12395e+09ns 0
+8.12634e+09ns 0
+8.12873e+09ns 0
+8.13112e+09ns 0
+8.13351e+09ns 0
+8.1359e+09ns 0
+8.13829e+09ns 0
+8.14068e+09ns 0
+8.14307e+09ns 0
+8.14547e+09ns 0
+8.14786e+09ns 0
+8.15025e+09ns 0
+8.15264e+09ns 0
+8.15503e+09ns 0
+8.15742e+09ns 0
+8.15981e+09ns 0
+8.1622e+09ns 0
+8.16459e+09ns 0
+8.16698e+09ns 0
+8.16937e+09ns 0
+8.17176e+09ns 0
+8.17415e+09ns 0
+8.17654e+09ns 0
+8.17893e+09ns 0
+8.18132e+09ns 0
+8.18371e+09ns 0
+8.1861e+09ns 0
+8.18849e+09ns 0
+8.19088e+09ns 0
+8.19327e+09ns 0
+8.19566e+09ns 0
+8.19805e+09ns 0
+8.20044e+09ns 0
+8.20283e+09ns 0
+8.20523e+09ns 0
+8.20762e+09ns 0
+8.21001e+09ns 0
+8.2124e+09ns 0
+8.21479e+09ns 0
+8.21718e+09ns 0
+8.21957e+09ns 0
+8.22196e+09ns 0
+8.22435e+09ns 0
+8.22674e+09ns 0
+8.22913e+09ns 0
+8.23152e+09ns 0
+8.23391e+09ns 0
+8.2363e+09ns 0
+8.23869e+09ns 0
+8.24108e+09ns 0
+8.24347e+09ns 0
+8.24586e+09ns 0
+8.24825e+09ns 0
+8.25064e+09ns 0
+8.25303e+09ns 0
+8.25542e+09ns 0
+8.25781e+09ns 0
+8.2602e+09ns 0
+8.26259e+09ns 0
+8.26499e+09ns 0
+8.26738e+09ns 0
+8.26977e+09ns 0
+8.27216e+09ns 0
+8.27455e+09ns 0
+8.27694e+09ns 0
+8.27933e+09ns 0
+8.28172e+09ns 0
+8.28411e+09ns 0
+8.2865e+09ns 0
+8.28889e+09ns 0
+8.29128e+09ns 0
+8.29367e+09ns 0
+8.29606e+09ns 0
+8.29845e+09ns 0
+8.30084e+09ns 0
+8.30323e+09ns 0
+8.30562e+09ns 0
+8.30801e+09ns 0
+8.3104e+09ns 0
+8.31279e+09ns 0
+8.31518e+09ns 0
+8.31757e+09ns 0
+8.31996e+09ns 0
+8.32235e+09ns 0
+8.32475e+09ns 0
+8.32714e+09ns 0
+8.32953e+09ns 0
+8.33192e+09ns 0
+8.33431e+09ns 0
+8.3367e+09ns 0
+8.33909e+09ns 0
+8.34148e+09ns 0
+8.34387e+09ns 0
+8.34626e+09ns 0
+8.34865e+09ns 0
+8.35104e+09ns 0
+8.35343e+09ns 0
+8.35582e+09ns 0
+8.35821e+09ns 0
+8.3606e+09ns 0
+8.36299e+09ns 0
+8.36538e+09ns 0
+8.36777e+09ns 0
+8.37016e+09ns 0
+8.37255e+09ns 0
+8.37494e+09ns 0
+8.37733e+09ns 0
+8.37972e+09ns 0
+8.38211e+09ns 0
+8.38451e+09ns 0
+8.3869e+09ns 0
+8.38929e+09ns 0
+8.39168e+09ns 0
+8.39407e+09ns 0
+8.39646e+09ns 0
+8.39885e+09ns 0
+8.40124e+09ns 0
+8.40363e+09ns 0
+8.40602e+09ns 0
+8.40841e+09ns 0
+8.4108e+09ns 0
+8.41319e+09ns 0
+8.41558e+09ns 0
+8.41797e+09ns 0
+8.42036e+09ns 0
+8.42275e+09ns 0
+8.42514e+09ns 0
+8.42753e+09ns 0
+8.42992e+09ns 0
+8.43231e+09ns 0
+8.4347e+09ns 0
+8.43709e+09ns 0
+8.43948e+09ns 0
+8.44187e+09ns 0
+8.44427e+09ns 0
+8.44666e+09ns 0
+8.44905e+09ns 0
+8.45144e+09ns 0
+8.45383e+09ns 0
+8.45622e+09ns 0
+8.45861e+09ns 0
+8.461e+09ns 0
+8.46339e+09ns 0
+8.46578e+09ns 0
+8.46817e+09ns 0
+8.47056e+09ns 0
+8.47295e+09ns 0
+8.47534e+09ns 0
+8.47773e+09ns 0
+8.48012e+09ns 0
+8.48251e+09ns 0
+8.4849e+09ns 0
+8.48729e+09ns 0
+8.48968e+09ns 0
+8.49207e+09ns 0
+8.49446e+09ns 0
+8.49685e+09ns 0
+8.49924e+09ns 0
+8.50163e+09ns 0
+8.50403e+09ns 0
+8.50642e+09ns 0
+8.50881e+09ns 0
+8.5112e+09ns 0
+8.51359e+09ns 0
+8.51598e+09ns 0
+8.51837e+09ns 0
+8.52076e+09ns 0
+8.52315e+09ns 0
+8.52554e+09ns 0
+8.52793e+09ns 0
+8.53032e+09ns 0
+8.53271e+09ns 0
+8.5351e+09ns 0
+8.53749e+09ns 0
+8.53988e+09ns 0
+8.54227e+09ns 0
+8.54466e+09ns 0
+8.54705e+09ns 0
+8.54944e+09ns 0
+8.55183e+09ns 0
+8.55422e+09ns 0
+8.55661e+09ns 0
+8.559e+09ns 0
+8.56139e+09ns 0
+8.56379e+09ns 0
+8.56618e+09ns 0
+8.56857e+09ns 0
+8.57096e+09ns 0
+8.57335e+09ns 0
+8.57574e+09ns 0
+8.57813e+09ns 0
+8.58052e+09ns 0
+8.58291e+09ns 0
+8.5853e+09ns 0
+8.58769e+09ns 0
+8.59008e+09ns 0
+8.59247e+09ns 0
+8.59486e+09ns 0
+8.59725e+09ns 0
+8.59964e+09ns 0
+8.60203e+09ns 0
+8.60442e+09ns 0
+8.60681e+09ns 0
+8.6092e+09ns 0
+8.61159e+09ns 0
+8.61398e+09ns 0
+8.61637e+09ns 0
+8.61876e+09ns 0
+8.62115e+09ns 0
+8.62355e+09ns 0
+8.62594e+09ns 0
+8.62833e+09ns 0
+8.63072e+09ns 0
+8.63311e+09ns 0
+8.6355e+09ns 0
+8.63789e+09ns 0
+8.64028e+09ns 0
